group_id,sentence_id,source_sentence,translator,human_translations,subject_pronouns,pronoun_labels,evaluation_score,opus-tatoeba-en-tr,m2m100-418M,NLLB200-3.3B,translategemma-4b,sentence_index,coreference,llama3.1-IT-8B,human_translations_has_onun,opus-tatoeba-en-tr_has_onun,m2m100-418M_has_onun,NLLB200-3.3B_has_onun,translategemma-4b_has_onun,llama3.1-IT-8B_has_onun,subject_pronouns_human_translations,pronoun_labels_human_translations,subject_pronouns_opus-tatoeba-en-tr,pronoun_labels_opus-tatoeba-en-tr,subject_pronouns_m2m100-418M,pronoun_labels_m2m100-418M,subject_pronouns_NLLB200-3.3B,pronoun_labels_NLLB200-3.3B,subject_pronouns_translategemma-4b,pronoun_labels_translategemma-4b,subject_pronouns_llama3.1-IT-8B,pronoun_labels_llama3.1-IT-8B,finetuned-llama3.1-IT-8B,subject_pronouns_finetuned-llama3.1-IT-8B,pronoun_labels_finetuned-llama3.1-IT-8B
24,47,Jack questioned whether he had locked the door.,Translator2,Jack kapıyı kilitleyip kilitlemediğini sorguladı.,['he'],[0],5,Jack kapıyı kilitleyip kilitlemediğini sordu.,Jack kapıyı kilitledi mi diye sordu.,"Jack, kapıyı kilitleyip kilitlemediğini sordu.","Jack, kapıyı kilitli bırakıp bırakmadığını sorguladı.",1,1,Jack kapıyı kilitliyormuş gibi kilitledi mi diye sordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Kapıya kilidi olup olmadığını Jack sordu.,-,"""0"""
24,48,Jack questioned whether she had locked the door.,Translator2,Jack onun kapıyı kilitleyip kilitlemediğini sorguladı.,['she'],[1],5,Jack kapıyı kilitleyip kilitlemediğini sordu.,Jack kapıyı kilitledi mi diye sordu.,"Jack, kapıyı kilitleyip kilitlemediğini sordu.","Jack, kapıyı kilitlediğinden şüphe etti.",2,0,"Jack, kapıyı kilitliyormuş gibi sorular sordu.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Jack, kapının kilitli olup olmadığını sordu.",-,"""0"""
25,49,Emily debated whether she should tell the truth.,Translator2,Emily gerçeği söyleyip söylememesi gerektiğini uzun uzun düşündü.,['she'],[0],5,Emily doğruyu söyleyip söylememesi gerektiğini tartıştı.,"Emily, gerçeği söyleyecek olup olmadığını tartıştı.",Emily gerçeği söyleyip söylememesi konusunda tartıştı.,"Emily, gerçeği söyleyip söylememesi konusunda tartıştı.",1,1,"Emily, doğruyu söylemesi gerekip gerekmediği konusunda düşünüyordu.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Emily gerçeği söylememin gerekip gerekmediğini düşündü.,-,"""0"""
25,50,Emily debated whether he should tell the truth.,Translator2,Emily onun gerçeği söyleyip söylememesi gerektiğini uzun uzun düşündü.,['he'],[1],5,Emily doğruyu söyleyip söylememesi gerektiğini tartıştı.,"Emily, gerçeği söyleyecek olup olmadığını tartıştı.",Emily onun gerçeği söyleyip söylememesi konusunda tartıştı.,"Emily, bunun doğru olup olmadığını söyleyip söylememesi konusunda tartıştığını söyledi.",2,0,"Emily, ona gerçeği söylemesi gerektiğini düşünüyordu.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",onun,"""1""",-,"""0""",-,"""0""",Emily gerçeği söylememin gerekip gerekmediğini tartıştı.,-,"""0"""
26,51,Ryan discovered whether he was eligible for the prize.,Translator2,Ryan ödüle uygun olup olmadığını öğrendi.,['he'],[0],5,Ryan ödül için uygun olup olmadığını keşfetti.,"Ryan, ödül için uygun olup olmadığını keşfetti.",Ryan ödül için uygun olup olmadığını keşfetti.,"Ryan, ödül için uygun olup olmadığını belirledi.",1,1,Ryan ödülü için uygun mudu onu keşfetti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Ryan, ödül için uygun olup olmadığını keşfetti.",-,"""0"""
26,52,Ryan discovered whether she was eligible for the prize.,Translator2,Ryan onun ödüle uygun olup olmadığını öğrendi.,['she'],[1],5,Ryan onun ödül için uygun olup olmadığını keşfetti.,"Ryan, ödül için uygun olup olmadığını keşfetti.",Ryan ödül için uygun olup olmadığını öğrendi.,"Ryan, o ödül için uygun olup olmadığını belirledi.",2,0,"Ryan, ödülü için uygun olup olmadığını keşfetti.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Ryan, onun ödül için uygun olup olmadığını keşfetti.",onun,"""1"""
27,53,Natalie considered whether she was ready to move abroad.,Translator2,Natalie yurt dışına taşınmaya hazır olup olmadığını düşündü.,['she'],[0],5,Natalie yurtdışına taşınmaya hazır olup olmadığını düşündü.,Natalie yurtdışına gitmeye hazır olup olmadığını merak etti.,Natalie başka bir ülkeye taşınmaya hazır olup olmadığını düşünmeye başladı.,"Natalie, yurt dışında yaşamaya hazır olup olmadığını düşündü.",1,1,"Natalie, yurt dışına taşınmaya hazır olup olmadığını düşündü.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Natalie yurt dışına taşınmaya hazır olup olmadığını düşündü.,-,"""0"""
27,54,Natalie considered whether he was ready to move abroad.,Translator2,Natalie onun yurt dışına taşınmaya hazır olup olmadığını düşündü.,['he'],[1],5,Natalie yurtdışına taşınmaya hazır olup olmadığını düşündü.,Natalie yurtdışına gitmeye hazır olup olmadığını merak etti.,"Natalie, kocasının başka bir ülkeye taşınmaya hazır olup olmadığını düşünmeye başladı.","Natalie, onun yurt dışında yaşama hazırlıklı olup olmadığını düşündü.",2,0,"Natalie, yurtdışına taşınma konusunda hazır olup olmadığını düşünüyordu.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",onun,"""1""",-,"""0""","Natalie, onun yurt dışına taşınmaya hazır olup olmadığını düşündü.",onun,"""1"""
28,55,George asked whether he could borrow the book.,Translator2,George kitabı ödünç alıp alamayacağını sordu.,['he'],[0],5,George kitabı ödünç alıp alamayacağını sordu.,"George, kitabı ödünç alabilir mi diye sordu.",George kitabı ödünç alabilir mi diye sordu.,"George, kitabın ödünç alıp alamayacağını sordu.",1,1,"George, kitabını ödünç alabilir miyim diye sordu.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",George kitabı ödünç alabilip alamayacağını sordu.,-,"""0"""
28,56,George asked whether she could borrow the book.,Translator2,George onun  kitabı ödünç alıp alamayacağını sordu.,['she'],[1],5,George kitabı ödünç alıp alamayacağını sordu.,"George, kitabı ödünç alabilir mi diye sordu.","George, kitabı ödünç alabilir mi diye sordu.","George, kitabın ödünç alıp alamayacağını sordu.",2,0,"George, kitabını ödünç alabilir miyim diye sordu.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",George kitabı ödünç alabilip alamayacağını sordu.,-,"""0"""
29,57,Chloe checked whether she had completed all tasks.,Translator1,Chloe bütün görevleri yapıp yapmadığını kontrol etti.,['she'],[0],5,Chloe tüm görevleri tamamlayıp tamamlamadığını kontrol etti.,Chloe tüm görevleri tamamlamış olup olmadığını kontrol etti.,Chloe tüm görevleri tamamladığını kontrol etti.,"Şloh, tüm görevleri tamamlayıp tamamlamadığını kontrol etti.",1,1,Chloë tüm görevleri tamamlamış mı diye kontrol etti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Chloe bütün görevleri tamamlanıp tamamlanmadığını kontrol etti.,-,"""0"""
29,58,Chloe checked whether he had completed all tasks.,Translator1,"Chloe, onun bütün görevleri yapıp yapmadığını kontrol etti.",['he'],[1],5,Chloe tüm görevleri tamamlayıp tamamlamadığını kontrol etti.,Chloe tüm görevleri tamamlamış olup olmadığını kontrol etti.,Chloe tüm görevleri tamamladığını kontrol etti.,"Chloe, görevlerinin tamamlanıp tamamlanmadığını kontrol etti.",2,0,Chloë tüm görevleri tamamlamış mı diye kontrol etti.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Chloe bütün görevlerin tamamını olup olmadığını kontrol etti.,-,"""0"""
30,59,Adam didn’t know whether he had passed the test.,Translator1,Adam sınavı geçip geçmediğini bilmiyordu.,['he'],[0],5,Âdem testi geçip geçmediğini bilmiyordu.,Adam sınavı geçip geçmediğini bilmiyordu.,Adam sınavı geçip geçmediğini bilmiyordu.,"Adam, sınavı geçtiğinden emin değildi.",1,1,Adam sınavı geçip geçmediğini bilmiyordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Adam sınavı geçip geçmediğini bilmiyordu.,-,"""0"""
30,60,Adam didn’t know whether she had passed the test.,Translator1,"Adam, onun sınavı geçip geçmediğini bilmiyordu.",['she'],[1],5,Âdem testi geçip geçmediğini bilmiyordu.,Adam sınavı geçip geçmediğini bilmiyordu.,"Adam, onun testi geçip geçmediğini bilmiyordu.","Adam, o sınavı geçtiğinden emin değildi.",2,0,Adam testi geçip geçmediğini bilmiyordu.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",onun,"""1""",-,"""0""",-,"""0""",Adam testi geçip geçmediğini bilmiyordu.,-,"""0"""
31,61,Alex wondered if he would succeed.,Translator1,Alex başarılı olup olmayacağını merak etti.,['he'],[0],5,Alex başarılı olup olmayacağını merak ediyordu.,Alex başarılı olup olmadığını merak ediyordu.,Alex başarabilecek mi diye merak etti.,"Alex, başarılı olup olmayacağını merak etti.",1,1,Alex başarılı olup olmayacağından şüpheleniyordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Alex başarabilip başaramayacağını merak etti.,-,"""0"""
31,62,Alex wondered if she would succeed.,Translator1,"Alex, onun başarılı olup olmayacağını merak etti.",['she'],[1],5,Alex başarılı olup olmayacağını merak ediyordu.,Alex başarılı olup olmadığını merak ediyordu.,Alex başarabilecek mi diye merak etti.,"Alex, başarılı olup olmayacağını merak etti.",2,0,Alex başarılı olacağını umdu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Alex başaracağını merak etti.,-,"""0"""
32,63,Maria asked if she should wait longer.,Translator2,Maria biraz daha bekleyip beklememesi gerektiğini sordu.,['she'],[0],5,Maria biraz daha beklemesini istedi.,Meryem daha uzun süre beklemeli mi diye sordu.,Maria daha fazla beklemek zorunda olup olmadığını sordu.,"Maria, daha uzun süre bekleyip beklemem gerektiği konusunda sordu.",1,1,Maria beklemesi daha uzun süre mi gerektiğini sordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Maria daha fazla beklemem gerekip gerekmediğini sordu.,-,"""0"""
32,64,Maria asked if he should wait longer.,Translator2,Maria onun biraz daha bekleyip beklememesi gerektiğini sordu.,['he'],[1],5,Maria biraz daha beklemesini istedi.,Meryem daha uzun süre beklemeli mi diye sordu.,Maria daha fazla beklemek zorunda olup olmadığını sordu.,"Maria, daha uzun süre bekleyip beklememesi gerektiğini sordu.",2,0,Maria beklemesi gerekiyormuş mu diye sordu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Maria daha fazla beklemem gerekip gerekmediğini sordu.,-,"""0"""
33,65,David debated whether he had enough time.,Translator2,David yeterince zamanı olup olmadığını düşündü.,['he'],[0],5,David yeterli zamanı olup olmadığını tartıştı.,"Davut, yeterli zamanın olup olmadığını tartıştı.",David yeterli vakti olup olmadığını merak ediyordu.,"David, kendisine yeterli zamanının olup olmadığını tartıştı.",1,1,"David, yeterli zamanı olup olmadığını tartıştı.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",David yeterli zamanının olup olmadığını tartıştı.,-,"""0"""
33,66,David debated whether she had enough time.,Translator2,David onun yeterince zamanı olup olmadığını düşündü.,['she'],[1],5,David yeterince zamanı olup olmadığını tartıştı.,"Davut, yeterli zamanın olup olmadığını tartıştı.","David, kadının yeterli vakti olup olmadığını merak ediyordu.","David, onun yeterli zamanı olup olmadığını tartıştı.",2,0,"David, yeterli zamanı olup olmadığını tartıştı.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",onun,"""1""",-,"""0""",David onun yeterli zamanı olup olmadığını tartıştı.,onun,"""1"""
34,67,Samuel considered if he should send the email today.,Translator2,Samuel e-postayı bugün gönderip göndermemesi gerektiğini düşündü.,['he'],[0],5,Samuel e-postayı bugün göndermesi gerektiğini düşündü.,Samuel bugün e-posta göndermesi gerektiğini düşündü.,Samuel e-postayı bugün göndermek için düşünmüş.,"Samuel, bugün e-postayı göndermeli mi diye düşündü.",1,1,"Samuel, bugün emaili gönderip göndermemeye karar vermek için düşündü.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Samuel bugün e-postayı gönderip göndermemesini düşündü.,-,"""0"""
34,68,Samuel considered if she should send the email today.,Translator2,Samuel onun e-postayı bugün gönderip göndermemesi gerektiğini düşündü.,['she'],[1],5,Samuel e-postayı bugün göndermesi gerektiğini düşündü.,Samuel bugün e-posta göndermesi gerektiğini düşündü.,"Samuel, e-postayı bugün göndermesi gerektiğini düşündü.","Samuel, bugün e-postayı göndürmesi gerektiği konusunda düşündü.",2,0,"Samuel, bugün emaili göndermesi gerektiğini düşünüyordu.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Samuel bugün e-postayı gönderip göndermemesini düşündü.,-,"""0"""
35,69,Lisa wondered if she would get the job.,Translator1,Lisa işe alınıp alınmayacağını merak etti.,['she'],[0],5,Lisa işi alıp almayacağını merak ediyordu.,Lisa işe sahip olup olmadığını merak ediyordu.,Lisa işi alacak mı diye merak ediyordu.,"Lisa, işi alıp almayacağını merak etti.",1,1,Lisa iş için seçilecek mi diye merak etti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Lisa işi alıp almayacağını merak etti.,-,"""0"""
35,70,Lisa wondered if he would get the job.,Translator1,"Lisa, onun işe alınıp alınmayacağını merak etti.",['he'],[1],5,Lisa işi alıp almayacağını merak ediyordu.,Lisa işini bulacak mı diye merak ediyordu.,Lisa işi alacak mı diye merak ediyordu.,"Lisa, o'nun işe alınıp alınmayacağını merak etti.",2,0,"Lisa, işini alacağı umuduyla düşündü.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",o'nun,"""1""",-,"""0""","Lisa, işi alacağını merak etti.",-,"""0"""
36,71,Benjamin asked if he needed to prepare more.,Translator2,Benjamin daha fazla hazırlaması gerekip gerekmediğini sordu.,['he'],[0],5,Benjamin daha fazla hazırlaması gerekip gerekmediğini sordu.,Benjamin daha fazla hazırlanmaya ihtiyacı olup olmadığını sordu.,Benjamin daha fazla hazırlanmaya ihtiyacı olup olmadığını sordu.,"Benjamın, daha fazla hazırlık yapıp yapmaması gerektiğini sordu.",1,1,Benjamin daha fazla hazırlanmak zorunda mı soruldu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Benjamin daha fazla hazırlanması gerekip gerekmediğini sordu.,-,"""0"""
36,72,Benjamin asked if she needed to prepare more.,Translator2,Benjamin onun daha fazla hazırlaması gerekip gerekmediğini sordu.,['she'],[1],5,Benjamin daha fazla hazırlaması gerekip gerekmediğini sordu.,Benjamin daha fazla hazırlanmaya ihtiyacı olup olmadığını sordu.,"Benjamin, daha fazla hazırlanmaya ihtiyacı olup olmadığını sordu.","Benjamın, daha fazla hazırlama ihtiyacı olup olmadığını sordu.",2,0,Benjamin ona daha fazla hazırlanmak isteyip istemediğini sordu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Benjamin daha fazla hazırlık yapması gerekip gerekmediğini sordu.,-,"""0"""
37,73,James debated if he should take the offer.,Translator2,James teklifi kabul edip etmemesi gerektiğini düşündü.,['he'],[0],5,James teklifi kabul edip etmeyeceğini tartıştı.,James bu teklifi kabul etmesi gerektiğini söyledi.,James teklifi kabul edip etmemesi konusunda tartıştı.,"James, teklifi kabul edip etmemesi konusunda tartışt.",1,1,"James, teklifi kabul edip etmemeyi tartıştı.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",James teklifi kabul etmemin gerekip gerekmediğini tartıştı.,-,"""0"""
37,74,James debated if she should take the offer.,Translator2,James onun teklifi kabul edip etmemesi gerektiğini düşündü.,['she'],[1],5,James teklifi kabul edip etmeyeceğini tartıştı.,James bu teklifi kabul etmesi gerektiğini söyledi.,James teklifi kabul edip etmemesi konusunda tartıştı.,"James, teklifi kabul edip etmemesi konusunda tartıştılar.",2,0,"James, teklifi kabul edip etmemesi hakkında düşünüyordu.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","James, teklifi kabul etmemin gerekip gerekmediğini tartıştı.",-,"""0"""
38,75,Olivia wondered if she was making the right decision.,Translator2,Olivia doğru kararı verip vermediğini merak etti.,['she'],[0],5,Olivia doğru kararı verip vermediğini merak ediyordu.,Olivia doğru karar veriyor mu diye merak ediyordu.,Olivia doğru kararı verip vermediğini merak etti.,"Olivia, doğru karar verip vermediğinden emin değildi.",1,1,"Olivia, doğru kararı verip vermediğini merak ediyordu.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Olivia doğru karar verip vermediğini merak etti.,-,"""0"""
38,76,Olivia wondered if he was making the right decision.,Translator2,Olivia onun doğru kararı verip vermediğini merak etti.,['he'],[1],5,Olivia doğru kararı verip vermediğini merak ediyordu.,Olivia doğru karar veriyor mu diye merak ediyordu.,"Olivia, doğru kararı verip vermediğini merak ediyordu.","Olivia, bunun doğru bir karar olup olmadığını merak etti.",2,0,"Olivia, doğru kararı verip vermediğini merak ediyordu.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Olivia doğru karar verip vermediğini merak etti.,-,"""0"""
39,77,Sophia asked if she could atttend the meeting.,Translator2,Sophia toplantıya katılıp katılamayacağını sordu.,['she'],[0],5,Sophia toplantıyı iptal edip edemeyeceğini sordu.,"Sophia, toplantıya katılabilir mi diye sordu.",Sophia toplantıya katılabileceğini sordu.,"Sofia, toplantıya katılıp katılamayacağını sordu.",1,1,"Sophia, toplantıya katılabilir miyim diye sordu.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Sophia, toplantıya katılıp katılamayacağını sordu.",-,"""0"""
39,78,Sophia asked if he could attend the meeting.,Translator2,Sophia onun toplantıya katılıp katılamayacağını sordu.,['he'],[1],5,Sophia ibadete katılıp katılamayacağını sordu.,Sophia toplantıya katılabilir mi diye sordu.,"Sophia, toplantıya katılabileceğini sordu.","Sofia, toplantıya katılabileceğini sordu.",2,0,"Sophia, o toplantıya katılabilir mi diye sordu.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Sophia toplantıya katılıp katılamayacağını sordu.,-,"""0"""
40,79,Daniel debated if he should dismiss the proposal.,Translator1,Daniel teklifi reddetmesi gerekip gerekmediğini tartıştı.,['he'],[0],5,Daniel teklifi reddetmesi gerektiğini söyledi.,"Daniel, teklifi reddetmesi gerektiğini açıkladı.","Daniel, teklifi reddetmeli mi diye tartıştı.","Daniel, teklifi reddetip etmemesi konusunda tartıştık.",1,1,"Daniel, öneriyi reddetmesi gerektiğini düşünüyordu.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Daniel teklifi iptal etmemin gerekip gerekmediğini tartıştı.,-,"""0"""
40,80,Daniel debated if she should dismiss the proposal.,Translator1,"Daniel, onun teklifi reddetmesi gerekip gerekmediğini tartıştı.",['she'],[1],5,Daniel teklifi reddetmesi gerektiğini söyledi.,"Daniel, teklifi reddetmesi gerektiğini tartıştı.","Daniel, kadının teklifini reddetmesi gerektiğini tartıştı.","Daniel, öneriyi reddetip etmemesi konusunda tartıştı.",2,0,"Daniel, öneriyi reddetmesi gerekip gerekmediği üzerine düşünüyordu.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Daniel, öneriyi reddetmenin gerekip gerekmediğini tartıştı.",-,"""0"""
41,81,Victoria wondered if she would have enough time to prepare.,Translator1,Victoria hazırlanmak için yeterince zamanı olup olmadığını merak etti.,['she'],[0],5,Victoria hazırlanmak için yeterli zamanı olup olmayacağını merak ediyordu.,"Victoria, hazırlanmak için yeterli zamanın olup olmadığını merak etti.",Victoria hazırlık yapmak için yeterli vakti olup olmayacağını merak ediyordu.,"Victoria, hazırlık için yeterli zamanının olup olmayacağını merak etti.",1,1,"Victoria, yeterli zamanı hazırlamak için mi bulacaktı?",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Victoria hazırlamak için yeterli zaman olup olmayacağını merak etti.,-,"""0"""
41,82,Victoria wondered if he would have enough time to prepare.,Translator1,"Victoria, onun hazırlanmak için yeterince zamanı olup olmadığını merak etti.",['he'],[1],5,Victoria hazırlanmak için yeterli zamanı olup olmayacağını merak ediyordu.,"Victoria, hazırlanmak için yeterli zamanın olup olmadığını merak etti.",Victoria hazırlanmak için yeterli zamanın olup olmayacağını merak ediyordu.,"Victoria, hazırlık için yeterli zamanının olup olmayacağını merak etti.",2,0,"Victoria, yetecek kadar zamanı hazırlamak için mi olduğunu merak etti.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Victoria hazırlamak için yeterli zaman olup olmayacağını merak etti.,-,"""0"""
42,83,Anna met the artist whom she had admired for years.,Translator1,Anna yıllardır hayranı olduğu sanatçıyla tanıştı.,['she'],[0],5,Anna yıllardır hayran olduğu sanatçıyla tanıştı.,"Anna, yıllardır hayran olduğu sanatçıyla tanıştı.",Anna yıllardır hayran olduğu sanatçıyla tanıştı.,"Anna, yıllardır hayranlık duyduğu sanatçıyı tanıştı.",1,1,Yıllarca saygı duyduğu ressamı Anna karşılaştı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Anna yıllardır hayran olduğu sanatçıyla tanıştı.,-,"""0"""
42,84,Anna met the artist whom he had admired for years.,Translator1,"Anna, onun yıllardır hayranı olduğu sanatçıyla tanıştı.",['he'],[1],5,Anna yıllardır hayran olduğu sanatçıyla tanıştı.,"Anna, yıllardır hayran olduğu sanatçıyla tanıştı.","Anna, yıllardır hayran olduğu sanatçıyla tanıştı.","Anna, yıllardır hayranlık duyduğu sanatçıyı tanıştı.",2,0,Yıllardır hayranlık duyduğu ressamı Anna karşıladı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",Anna yıllardır hayran olduğu sanatçıyla tanıştı.,-,"""0"""
43,85,Maria read the article which she thought was misleading.,Translator2,Maria yanıltıcı olduğunu düşündüğü makaleyi okudu.,['she'],[0],5,Maria yanıltıcı olduğunu düşündüğü makaleyi okudu.,"Maria, yanlış olduğunu düşündüğü makaleyi okudu.","Maria, yanıltıcı olduğunu düşündüğü makaleyi okudu.","Maria, yanıltıcı olduğunu düşündüğü makaleyi okudu.",1,1,"Maria, düşündüğüne göre yanıltıcı olan makaleyi okudu.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Maria, aldatıcı olduğunu düşündüğü makaleyi okudu.",-,"""0"""
43,86,Maria read the article which he thought was misleading.,Translator2,Maria onun yanıltıcı olduğunu düşündüğü makaleyi okudu.,['he'],[1],5,Maria yanıltıcı bulduğu makaleyi okudu.,"Maria, yanlış olduğunu düşündüğü makaleyi okudu.","Maria, onun yanıltıcı olduğunu düşündüğü makaleyi okudu.","Maria, yanıltıcı olduğunu düşündüğü o makaleyi okudu.",2,0,"Maria, o saçma bulduğu makaleyi okudu.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",onun,"""1""",-,"""0""",-,"""0""","Maria, yanıltıcı olduğunu düşündüğü makaleyi okudu.",-,"""0"""
44,87,Thomas approached the gallery where he planned to exhibit his work.,Translator1,"Thomas, çalışmalarını sergilemeyi düşündüğü galeriye yaklaştı.",['he'],[0],5,Thomas çalışmalarını sergilemeyi planladığı galeriye yaklaştı.,"Thomas, çalışmalarını sergilemeyi planladığı galeriye yaklaştı.","Thomas, eserlerini sergilemeyi planladığı galerinin yanına geldi.","Thomas, eserlerini sergilemeyi planladığı galeriye gitti.",1,1,Thomas galeriye yaklaştı ve orada sergileyeceği eserlerini planlıyordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Thomas, işini sergilemeyi planladığı galeriye doğru gitti.",-,"""0"""
44,88,Thomas approached the gallery where she planned to exhibit her work.,Translator1,"Thomas, onun çalışmalarını sergilemeyi düşündüğü galeriye yaklaştı.",['she'],[1],5,Thomas çalışmalarını sergilemeyi planladığı galeriye yaklaştı.,"Thomas, çalışmalarını sergilemeyi planladığı galeriye yaklaştı.","Thomas, çalışmalarını sergilemeyi planladığı galerinin yanına geldi.","Thomas, eserlerini sergilemeyi planladığı galeriye gitti.",2,0,"Thomas galeriye doğru gitti, orada sergilemek için planladığı eserlerini teşhir edecekti.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,onun,"""1""",-,"""0""",-,"""0""",-,"""0""",-,"""0""",-,"""0""","Thomas, eserlerini sergilemeyi planladığı galeriye doğru gitti.",-,"""0"""
