model,sentence_id,pronoun,subject_type
NLLB200-3.3B,94,,dropped
NLLB200-3.3B,94,biz,overt
NLLB200-3.3B,95,o,overt
NLLB200-3.3B,95,o,overt
NLLB200-3.3B,96,ben,overt
NLLB200-3.3B,96,siz,overt
NLLB200-3.3B,97,biz,overt
NLLB200-3.3B,97,onlar,overt
NLLB200-3.3B,98,onlar,overt
NLLB200-3.3B,98,biz,overt
NLLB200-3.3B,99,adam,overt
NLLB200-3.3B,99,kadın,overt
NLLB200-3.3B,100,ben,overt
NLLB200-3.3B,100,sen,overt
NLLB200-3.3B,101,onlar,overt
NLLB200-3.3B,101,biz,overt
NLLB200-3.3B,102,sen,overt
NLLB200-3.3B,102,ben,overt
NLLB200-3.3B,103,adam,overt
NLLB200-3.3B,103,kadın,overt
NLLB200-3.3B,104,,dropped
NLLB200-3.3B,104,sen,overt
NLLB200-3.3B,105,,dropped
NLLB200-3.3B,105,,dropped
NLLB200-3.3B,106,,dropped
NLLB200-3.3B,106,ben,overt
NLLB200-3.3B,107,o,overt
NLLB200-3.3B,107,o,overt
NLLB200-3.3B,108,o,overt
NLLB200-3.3B,108,o,overt
NLLB200-3.3B,109,,dropped
NLLB200-3.3B,109,onlar,overt
translategemma-4b,1,,dropped
translategemma-4b,1,ben,overt
translategemma-4b,2,siz,overt
translategemma-4b,2,ben,overt
translategemma-4b,3,sen,overt
translategemma-4b,4,o,overt
translategemma-4b,4,o,overt
translategemma-4b,5,,dropped
translategemma-4b,5,ben,overt
translategemma-4b,6,,dropped
translategemma-4b,6,o,overt
translategemma-4b,7,,dropped
translategemma-4b,7,ben,overt
translategemma-4b,8,o,overt
translategemma-4b,8,o,overt
translategemma-4b,9,sen,overt
translategemma-4b,9,ben,overt
translategemma-4b,10,o,overt
translategemma-4b,11,,dropped
translategemma-4b,11,ben,overt
translategemma-4b,12,o,overt
translategemma-4b,12,o,overt
translategemma-4b,13,siz,overt
translategemma-4b,13,ben,overt
translategemma-4b,14,o,overt
translategemma-4b,14,o,overt
translategemma-4b,15,siz,overt
translategemma-4b,15,ben,overt
translategemma-4b,16,,dropped
translategemma-4b,16,,dropped
translategemma-4b,17,,dropped
translategemma-4b,17,ben,overt
translategemma-4b,18,o,overt
translategemma-4b,18,o,overt
translategemma-4b,19,siz,overt
translategemma-4b,19,ben,overt
translategemma-4b,20,siz,overt
translategemma-4b,21,,dropped
translategemma-4b,21,ben,overt
translategemma-4b,22,o,overt
translategemma-4b,22,,dropped
translategemma-4b,23,,dropped
translategemma-4b,23,ben,overt
translategemma-4b,24,o,overt
translategemma-4b,24,o,overt
translategemma-4b,25,siz,overt
translategemma-4b,25,ben,overt
translategemma-4b,26,o,overt
translategemma-4b,26,o,overt
translategemma-4b,27,siz,overt
translategemma-4b,27,ben,overt
translategemma-4b,28,siz,overt
translategemma-4b,29,,dropped
translategemma-4b,29,ben,overt
translategemma-4b,30,o,overt
translategemma-4b,30,o,overt
translategemma-4b,31,,dropped
translategemma-4b,31,siz,overt
translategemma-4b,32,o,overt
translategemma-4b,32,,dropped
translategemma-4b,33,sen,overt
translategemma-4b,33,ben,overt
translategemma-4b,34,o,overt
translategemma-4b,34,ben,overt
translategemma-4b,35,o,overt
translategemma-4b,35,o,overt
translategemma-4b,36,,dropped
translategemma-4b,36,ben,overt
translategemma-4b,37,o,overt
translategemma-4b,37,o,overt
translategemma-4b,38,,dropped
translategemma-4b,38,,dropped
translategemma-4b,39,,dropped
translategemma-4b,39,ben,overt
translategemma-4b,40,o,overt
translategemma-4b,40,o,overt
translategemma-4b,41,ben,overt
translategemma-4b,41,siz,overt
translategemma-4b,42,o,overt
translategemma-4b,42,o,overt
translategemma-4b,43,,dropped
translategemma-4b,43,,dropped
translategemma-4b,44,o,overt
translategemma-4b,44,o,overt
translategemma-4b,45,ben,overt
translategemma-4b,45,siz,overt
translategemma-4b,46,o,overt
translategemma-4b,46,ben,overt
translategemma-4b,47,,dropped
translategemma-4b,47,ben,overt
translategemma-4b,48,,dropped
translategemma-4b,48,ben,overt
translategemma-4b,49,o,overt
translategemma-4b,49,o,overt
translategemma-4b,50,onlar,overt
translategemma-4b,50,biz,overt
translategemma-4b,51,o,overt
translategemma-4b,51,o,overt
translategemma-4b,52,,dropped
translategemma-4b,52,siz,overt
translategemma-4b,53,biz,overt
translategemma-4b,53,onlar,overt
translategemma-4b,54,,dropped
translategemma-4b,54,ben,overt
translategemma-4b,55,o,overt
translategemma-4b,55,o,overt
translategemma-4b,56,ben,overt
translategemma-4b,56,siz,overt
translategemma-4b,57,o,overt
translategemma-4b,57,o,overt
translategemma-4b,58,,dropped
translategemma-4b,58,ben,overt
translategemma-4b,59,o,overt
translategemma-4b,59,o,overt
translategemma-4b,60,onlar,overt
translategemma-4b,60,biz,overt
translategemma-4b,61,o,overt
translategemma-4b,61,o,overt
translategemma-4b,62,biz,overt
translategemma-4b,62,onlar,overt
translategemma-4b,63,,dropped
translategemma-4b,63,ben,overt
translategemma-4b,64,o,overt
translategemma-4b,64,o,overt
translategemma-4b,65,onlar,overt
translategemma-4b,65,biz,overt
translategemma-4b,66,,dropped
translategemma-4b,66,ben,overt
translategemma-4b,67,o,overt
translategemma-4b,67,o,overt
translategemma-4b,68,onlar,overt
translategemma-4b,68,biz,overt
translategemma-4b,69,her,overt
translategemma-4b,69,o,overt
translategemma-4b,70,,dropped
translategemma-4b,70,ben,overt
translategemma-4b,71,biz,overt
translategemma-4b,71,onlar,overt
translategemma-4b,72,o,overt
translategemma-4b,72,o,overt
translategemma-4b,73,ben,overt
translategemma-4b,73,siz,overt
translategemma-4b,74,onlar,overt
translategemma-4b,74,biz,overt
translategemma-4b,75,o,overt
translategemma-4b,75,diğer,overt
translategemma-4b,76,ben,overt
translategemma-4b,76,siz,overt
translategemma-4b,77,biz,overt
translategemma-4b,77,onlar,overt
translategemma-4b,78,o,overt
translategemma-4b,78,o,overt
translategemma-4b,79,o,overt
translategemma-4b,80,,dropped
translategemma-4b,80,ben,overt
translategemma-4b,81,biz,overt
translategemma-4b,81,onlar,overt
translategemma-4b,82,o,overt
translategemma-4b,82,o,overt
translategemma-4b,83,o,overt
translategemma-4b,83,o,overt
translategemma-4b,84,,dropped
translategemma-4b,84,biz,overt
translategemma-4b,85,o,overt
translategemma-4b,85,o,overt
translategemma-4b,86,ben,overt
translategemma-4b,86,siz,overt
translategemma-4b,87,,dropped
translategemma-4b,87,onlar,overt
translategemma-4b,88,siz,overt
translategemma-4b,88,ben,overt
translategemma-4b,89,onlar,overt
translategemma-4b,89,biz,overt
translategemma-4b,90,her,overt
translategemma-4b,90,o,overt
translategemma-4b,91,ben,overt
translategemma-4b,91,siz,overt
translategemma-4b,92,biz,overt
translategemma-4b,92,onlar,overt
translategemma-4b,93,o,overt
translategemma-4b,93,o,overt
translategemma-4b,94,,dropped
translategemma-4b,94,,dropped
translategemma-4b,95,o,overt
translategemma-4b,95,o,overt
translategemma-4b,96,ben,overt
translategemma-4b,96,sen,overt
translategemma-4b,97,,dropped
translategemma-4b,97,,dropped
translategemma-4b,98,onlar,overt
translategemma-4b,98,biz,overt
translategemma-4b,99,o,overt
translategemma-4b,99,o,overt
translategemma-4b,100,ben,overt
translategemma-4b,100,siz,overt
translategemma-4b,101,,dropped
translategemma-4b,101,biz,overt
translategemma-4b,102,siz,overt
translategemma-4b,102,ben,overt
translategemma-4b,103,o,overt
translategemma-4b,103,o,overt
translategemma-4b,104,,dropped
translategemma-4b,104,sen,overt
translategemma-4b,105,,dropped
translategemma-4b,105,,dropped
translategemma-4b,106,,dropped
translategemma-4b,106,ben,overt
translategemma-4b,107,o,overt
translategemma-4b,107,o,overt
translategemma-4b,108,o,overt
translategemma-4b,108,o,overt
translategemma-4b,109,,dropped
translategemma-4b,109,onlar,overt
llama3.1-IT-8B,1,,dropped
llama3.1-IT-8B,1,ben,overt
llama3.1-IT-8B,2,,dropped
llama3.1-IT-8B,2,ben,overt
llama3.1-IT-8B,3,sen,overt
llama3.1-IT-8B,4,o,overt
llama3.1-IT-8B,4,o,overt
llama3.1-IT-8B,5,,dropped
llama3.1-IT-8B,5,ben,overt
llama3.1-IT-8B,6,,dropped
llama3.1-IT-8B,6,,dropped
llama3.1-IT-8B,7,,dropped
llama3.1-IT-8B,7,ben,overt
llama3.1-IT-8B,8,o,overt
llama3.1-IT-8B,8,o,overt
llama3.1-IT-8B,9,,dropped
llama3.1-IT-8B,9,ben,overt
llama3.1-IT-8B,10,,dropped
llama3.1-IT-8B,11,,dropped
llama3.1-IT-8B,11,ben,overt
llama3.1-IT-8B,12,,dropped
llama3.1-IT-8B,12,,dropped
llama3.1-IT-8B,13,,dropped
llama3.1-IT-8B,13,ben,overt
llama3.1-IT-8B,14,,dropped
llama3.1-IT-8B,14,o,overt
llama3.1-IT-8B,15,siz,overt
llama3.1-IT-8B,15,ben,overt
llama3.1-IT-8B,16,,dropped
llama3.1-IT-8B,16,o,overt
llama3.1-IT-8B,17,,dropped
llama3.1-IT-8B,17,ben,overt
llama3.1-IT-8B,18,onlar,overt
llama3.1-IT-8B,18,o,overt
llama3.1-IT-8B,19,,dropped
llama3.1-IT-8B,19,ben,overt
llama3.1-IT-8B,20,siz,overt
llama3.1-IT-8B,21,,dropped
llama3.1-IT-8B,21,ben,overt
llama3.1-IT-8B,22,o,overt
llama3.1-IT-8B,22,o,overt
llama3.1-IT-8B,23,,dropped
llama3.1-IT-8B,23,ben,overt
llama3.1-IT-8B,24,o,overt
llama3.1-IT-8B,24,o,overt
llama3.1-IT-8B,25,sen,overt
llama3.1-IT-8B,25,ben,overt
llama3.1-IT-8B,26,o,overt
llama3.1-IT-8B,26,o,overt
llama3.1-IT-8B,27,,dropped
llama3.1-IT-8B,27,ben,overt
llama3.1-IT-8B,28,,dropped
llama3.1-IT-8B,29,sen,overt
llama3.1-IT-8B,29,ben,overt
llama3.1-IT-8B,30,,dropped
llama3.1-IT-8B,30,o,overt
llama3.1-IT-8B,31,,dropped
llama3.1-IT-8B,31,siz,overt
llama3.1-IT-8B,32,,dropped
llama3.1-IT-8B,32,o,overt
llama3.1-IT-8B,33,,dropped
llama3.1-IT-8B,33,ben,overt
llama3.1-IT-8B,34,,dropped
llama3.1-IT-8B,34,ben,overt
llama3.1-IT-8B,35,,dropped
llama3.1-IT-8B,35,o,overt
llama3.1-IT-8B,36,,dropped
llama3.1-IT-8B,36,ben,overt
llama3.1-IT-8B,37,,dropped
llama3.1-IT-8B,37,o,overt
llama3.1-IT-8B,38,,dropped
llama3.1-IT-8B,38,sen,overt
llama3.1-IT-8B,39,,dropped
llama3.1-IT-8B,39,ben,overt
llama3.1-IT-8B,40,,dropped
llama3.1-IT-8B,40,o,overt
llama3.1-IT-8B,41,,dropped
llama3.1-IT-8B,41,sen,overt
llama3.1-IT-8B,42,o,overt
llama3.1-IT-8B,42,o,overt
llama3.1-IT-8B,43,,dropped
llama3.1-IT-8B,43,ben,overt
llama3.1-IT-8B,44,,dropped
llama3.1-IT-8B,44,o,overt
llama3.1-IT-8B,45,,dropped
llama3.1-IT-8B,45,siz,overt
llama3.1-IT-8B,46,,dropped
llama3.1-IT-8B,46,ben,overt
llama3.1-IT-8B,47,,dropped
llama3.1-IT-8B,47,ben,overt
llama3.1-IT-8B,48,,dropped
llama3.1-IT-8B,48,ben,overt
llama3.1-IT-8B,49,o,overt
llama3.1-IT-8B,49,o,overt
llama3.1-IT-8B,50,,dropped
llama3.1-IT-8B,50,biz,overt
llama3.1-IT-8B,51,,dropped
llama3.1-IT-8B,51,o,overt
llama3.1-IT-8B,52,,dropped
llama3.1-IT-8B,52,siz,overt
llama3.1-IT-8B,53,,dropped
llama3.1-IT-8B,53,onlar,overt
llama3.1-IT-8B,54,,dropped
llama3.1-IT-8B,54,ben,overt
llama3.1-IT-8B,55,o,overt
llama3.1-IT-8B,55,o,overt
llama3.1-IT-8B,56,,dropped
llama3.1-IT-8B,56,siz,overt
llama3.1-IT-8B,57,o,overt
llama3.1-IT-8B,57,o,overt
llama3.1-IT-8B,58,,dropped
llama3.1-IT-8B,58,ben,overt
llama3.1-IT-8B,59,,dropped
llama3.1-IT-8B,59,o,overt
llama3.1-IT-8B,60,,dropped
llama3.1-IT-8B,60,biz,overt
llama3.1-IT-8B,61,,dropped
llama3.1-IT-8B,61,o,overt
llama3.1-IT-8B,62,,dropped
llama3.1-IT-8B,62,onlar,overt
llama3.1-IT-8B,63,,dropped
llama3.1-IT-8B,63,ben,overt
llama3.1-IT-8B,64,,dropped
llama3.1-IT-8B,64,o,overt
llama3.1-IT-8B,65,,dropped
llama3.1-IT-8B,65,biz,overt
llama3.1-IT-8B,66,,dropped
llama3.1-IT-8B,66,ben,overt
llama3.1-IT-8B,67,o,overt
llama3.1-IT-8B,67,o,overt
llama3.1-IT-8B,68,,dropped
llama3.1-IT-8B,68,biz,overt
llama3.1-IT-8B,69,,dropped
llama3.1-IT-8B,69,o,overt
llama3.1-IT-8B,70,,dropped
llama3.1-IT-8B,70,ben,overt
llama3.1-IT-8B,71,,dropped
llama3.1-IT-8B,71,onlar,overt
llama3.1-IT-8B,72,o,overt
llama3.1-IT-8B,72,o,overt
llama3.1-IT-8B,73,,dropped
llama3.1-IT-8B,73,siz,overt
llama3.1-IT-8B,74,,dropped
llama3.1-IT-8B,74,biz,overt
llama3.1-IT-8B,75,o,overt
llama3.1-IT-8B,75,o,overt
llama3.1-IT-8B,76,,dropped
llama3.1-IT-8B,76,ben,overt
llama3.1-IT-8B,77,,dropped
llama3.1-IT-8B,77,onlar,overt
llama3.1-IT-8B,78,,dropped
llama3.1-IT-8B,78,o,overt
llama3.1-IT-8B,79,,dropped
llama3.1-IT-8B,80,,dropped
llama3.1-IT-8B,80,ben,overt
llama3.1-IT-8B,81,,dropped
llama3.1-IT-8B,81,onlar,overt
llama3.1-IT-8B,82,o,overt
llama3.1-IT-8B,82,o,overt
llama3.1-IT-8B,83,o,overt
llama3.1-IT-8B,83,,dropped
llama3.1-IT-8B,84,,dropped
llama3.1-IT-8B,84,biz,overt
llama3.1-IT-8B,85,,dropped
llama3.1-IT-8B,85,o,overt
llama3.1-IT-8B,86,,dropped
llama3.1-IT-8B,86,siz,overt
llama3.1-IT-8B,87,,dropped
llama3.1-IT-8B,87,onlar,overt
llama3.1-IT-8B,88,,dropped
llama3.1-IT-8B,88,ben,overt
llama3.1-IT-8B,89,,dropped
llama3.1-IT-8B,89,biz,overt
llama3.1-IT-8B,90,,dropped
llama3.1-IT-8B,90,o,overt
llama3.1-IT-8B,91,,dropped
llama3.1-IT-8B,91,siz,overt
llama3.1-IT-8B,92,,dropped
llama3.1-IT-8B,92,onlar,overt
llama3.1-IT-8B,93,,dropped
llama3.1-IT-8B,93,o,overt
llama3.1-IT-8B,94,,dropped
llama3.1-IT-8B,94,biz,overt
llama3.1-IT-8B,95,,dropped
llama3.1-IT-8B,95,o,overt
llama3.1-IT-8B,96,,dropped
llama3.1-IT-8B,96,siz,overt
llama3.1-IT-8B,97,,dropped
llama3.1-IT-8B,97,onlar,overt
llama3.1-IT-8B,98,,dropped
llama3.1-IT-8B,98,biz,overt
llama3.1-IT-8B,99,,dropped
llama3.1-IT-8B,99,o,overt
llama3.1-IT-8B,100,ben,overt
llama3.1-IT-8B,100,siz,overt
llama3.1-IT-8B,101,,dropped
llama3.1-IT-8B,101,biz,overt
llama3.1-IT-8B,102,,dropped
llama3.1-IT-8B,102,ben,overt
llama3.1-IT-8B,103,o,overt
llama3.1-IT-8B,103,o,overt
llama3.1-IT-8B,104,,dropped
llama3.1-IT-8B,104,siz,overt
llama3.1-IT-8B,105,,dropped
llama3.1-IT-8B,105,,dropped
llama3.1-IT-8B,106,,dropped
llama3.1-IT-8B,106,ben,overt
llama3.1-IT-8B,107,o,overt
llama3.1-IT-8B,107,o,overt
llama3.1-IT-8B,108,,dropped
llama3.1-IT-8B,108,,dropped
llama3.1-IT-8B,109,,dropped
llama3.1-IT-8B,109,onlar,overt
