model,group_id,sentence_id,coreference,subject,overt
m2m100-418M,66,131,1,-,0
m2m100-418M,66,131,1,-,0
m2m100-418M,66,132,0,-,0
m2m100-418M,66,132,0,-,0
m2m100-418M,67,133,1,-,0
m2m100-418M,67,133,1,-,0
m2m100-418M,67,134,0,-,0
m2m100-418M,67,134,0,-,0
m2m100-418M,68,135,1,-,0
m2m100-418M,68,135,1,-,0
m2m100-418M,68,136,0,-,0
m2m100-418M,68,136,0,-,0
m2m100-418M,69,137,1,-,0
m2m100-418M,69,137,1,-,0
m2m100-418M,69,138,0,-,0
m2m100-418M,69,138,0,-,0
m2m100-418M,70,139,1,-,0
m2m100-418M,70,139,1,-,0
m2m100-418M,70,140,0,-,0
m2m100-418M,70,140,0,-,0
m2m100-418M,71,141,1,-,0
m2m100-418M,71,141,1,-,0
m2m100-418M,71,142,0,-,0
m2m100-418M,71,142,0,-,0
m2m100-418M,72,143,1,-,0
m2m100-418M,72,143,1,-,0
m2m100-418M,72,144,0,-,0
m2m100-418M,72,144,0,-,0
m2m100-418M,73,145,1,-,0
m2m100-418M,73,145,1,-,0
m2m100-418M,73,146,0,-,0
m2m100-418M,73,146,0,-,0
m2m100-418M,74,147,1,-,0
m2m100-418M,74,147,1,-,0
m2m100-418M,74,148,0,-,0
m2m100-418M,74,148,0,-,0
m2m100-418M,75,149,1,-,0
m2m100-418M,75,149,1,-,0
m2m100-418M,75,150,0,-,0
m2m100-418M,75,150,0,-,0
m2m100-418M,76,151,1,-,0
m2m100-418M,76,151,1,-,0
m2m100-418M,76,152,0,-,0
m2m100-418M,76,152,0,-,0
m2m100-418M,77,153,1,-,0
m2m100-418M,77,153,1,-,0
m2m100-418M,77,154,0,-,0
m2m100-418M,77,154,0,-,0
m2m100-418M,78,155,1,-,0
m2m100-418M,78,155,1,-,0
m2m100-418M,78,156,0,-,0
m2m100-418M,78,156,0,-,0
m2m100-418M,79,157,1,-,0
m2m100-418M,79,157,1,-,0
m2m100-418M,79,158,0,-,0
m2m100-418M,79,158,0,-,0
m2m100-418M,80,159,1,-,0
m2m100-418M,80,159,1,-,0
m2m100-418M,80,160,0,-,0
m2m100-418M,80,160,0,-,0
m2m100-418M,81,161,1,-,0
m2m100-418M,81,161,1,-,0
m2m100-418M,81,162,0,-,0
m2m100-418M,81,162,0,-,0
m2m100-418M,82,163,1,-,0
m2m100-418M,82,163,1,-,0
m2m100-418M,82,164,0,-,0
m2m100-418M,82,164,0,-,0
m2m100-418M,83,165,1,-,0
m2m100-418M,83,165,1,-,0
m2m100-418M,83,166,0,-,0
m2m100-418M,83,166,0,-,0
m2m100-418M,84,167,1,-,0
m2m100-418M,84,167,1,-,0
m2m100-418M,84,168,0,-,0
m2m100-418M,84,168,0,-,0
m2m100-418M,85,169,1,-,0
m2m100-418M,85,169,1,-,0
m2m100-418M,85,170,0,-,0
m2m100-418M,85,170,0,-,0
m2m100-418M,86,171,1,-,0
m2m100-418M,86,171,1,-,0
m2m100-418M,86,172,0,-,0
m2m100-418M,86,172,0,-,0
m2m100-418M,87,173,1,-,0
m2m100-418M,87,173,1,-,0
m2m100-418M,87,174,0,-,0
m2m100-418M,87,174,0,-,0
m2m100-418M,88,175,1,-,0
m2m100-418M,88,175,1,-,0
m2m100-418M,88,176,0,-,0
m2m100-418M,88,176,0,-,0
m2m100-418M,89,177,1,-,0
m2m100-418M,89,177,1,-,0
m2m100-418M,89,178,0,-,0
m2m100-418M,89,178,0,-,0
m2m100-418M,90,179,1,-,0
m2m100-418M,90,179,1,-,0
m2m100-418M,90,180,0,-,0
m2m100-418M,90,180,0,-,0
m2m100-418M,91,181,1,-,0
m2m100-418M,91,181,1,-,0
m2m100-418M,91,182,0,-,0
m2m100-418M,91,182,0,-,0
m2m100-418M,92,183,1,-,0
m2m100-418M,92,183,1,-,0
m2m100-418M,92,184,0,-,0
m2m100-418M,92,184,0,-,0
m2m100-418M,93,185,1,-,0
m2m100-418M,93,185,1,-,0
m2m100-418M,93,186,0,-,0
m2m100-418M,93,186,0,-,0
m2m100-418M,94,187,1,-,0
m2m100-418M,94,187,1,-,0
m2m100-418M,94,188,0,-,0
m2m100-418M,94,188,0,-,0
m2m100-418M,95,189,1,-,0
m2m100-418M,95,189,1,-,0
m2m100-418M,95,190,0,-,0
m2m100-418M,95,190,0,-,0
m2m100-418M,96,191,1,-,0
m2m100-418M,96,191,1,-,0
m2m100-418M,96,192,0,-,0
m2m100-418M,96,192,0,-,0
NLLB200-3.3B,1,1,1,-,0
NLLB200-3.3B,1,2,0,onun,1
NLLB200-3.3B,2,3,1,-,0
NLLB200-3.3B,2,4,0,-,0
NLLB200-3.3B,3,5,1,-,0
NLLB200-3.3B,3,6,0,onun,1
NLLB200-3.3B,4,7,1,-,0
NLLB200-3.3B,4,8,0,onun,1
NLLB200-3.3B,5,9,1,-,0
NLLB200-3.3B,5,10,0,onun,1
NLLB200-3.3B,6,11,1,-,0
NLLB200-3.3B,6,12,0,onun,1
NLLB200-3.3B,7,13,1,-,0
NLLB200-3.3B,7,14,0,-,0
NLLB200-3.3B,8,15,1,-,0
NLLB200-3.3B,8,16,0,-,0
NLLB200-3.3B,9,17,1,-,0
NLLB200-3.3B,9,18,0,onun,1
NLLB200-3.3B,10,19,1,-,0
NLLB200-3.3B,10,20,0,onun,1
NLLB200-3.3B,11,21,1,-,0
NLLB200-3.3B,11,22,0,-,0
NLLB200-3.3B,12,23,1,-,0
NLLB200-3.3B,12,24,0,-,0
NLLB200-3.3B,13,25,1,-,0
NLLB200-3.3B,13,26,0,onun,1
NLLB200-3.3B,14,27,1,-,0
NLLB200-3.3B,14,28,0,-,0
NLLB200-3.3B,15,29,1,-,0
NLLB200-3.3B,15,30,0,-,0
NLLB200-3.3B,16,31,1,-,0
NLLB200-3.3B,16,32,0,onun,1
NLLB200-3.3B,17,33,1,-,0
NLLB200-3.3B,17,34,0,-,0
NLLB200-3.3B,18,35,1,-,0
NLLB200-3.3B,18,36,0,-,0
NLLB200-3.3B,19,37,1,-,0
NLLB200-3.3B,19,38,0,-,0
NLLB200-3.3B,20,39,1,-,0
NLLB200-3.3B,20,40,0,-,0
NLLB200-3.3B,21,41,1,-,0
NLLB200-3.3B,21,42,0,-,0
NLLB200-3.3B,22,43,1,-,0
NLLB200-3.3B,22,44,0,-,0
NLLB200-3.3B,23,45,1,-,0
NLLB200-3.3B,23,46,0,-,0
NLLB200-3.3B,24,47,1,-,0
NLLB200-3.3B,24,48,0,-,0
NLLB200-3.3B,25,49,1,-,0
NLLB200-3.3B,25,50,0,onun,1
NLLB200-3.3B,26,51,1,-,0
NLLB200-3.3B,26,52,0,-,0
NLLB200-3.3B,27,53,1,-,0
NLLB200-3.3B,27,54,0,-,0
NLLB200-3.3B,28,55,1,-,0
NLLB200-3.3B,28,56,0,-,0
NLLB200-3.3B,29,57,1,-,0
NLLB200-3.3B,29,58,0,-,0
NLLB200-3.3B,30,59,1,-,0
NLLB200-3.3B,30,60,0,onun,1
NLLB200-3.3B,31,61,1,-,0
NLLB200-3.3B,31,62,0,-,0
NLLB200-3.3B,32,63,1,-,0
NLLB200-3.3B,32,64,0,-,0
NLLB200-3.3B,33,65,1,-,0
NLLB200-3.3B,33,66,0,-,0
NLLB200-3.3B,34,67,1,-,0
NLLB200-3.3B,34,68,0,-,0
NLLB200-3.3B,35,69,1,-,0
NLLB200-3.3B,35,70,0,-,0
NLLB200-3.3B,36,71,1,-,0
NLLB200-3.3B,36,72,0,-,0
NLLB200-3.3B,37,73,1,-,0
NLLB200-3.3B,37,74,0,-,0
NLLB200-3.3B,38,75,1,-,0
NLLB200-3.3B,38,76,0,-,0
NLLB200-3.3B,39,77,1,-,0
NLLB200-3.3B,39,78,0,-,0
NLLB200-3.3B,40,79,1,-,0
NLLB200-3.3B,40,80,0,-,0
NLLB200-3.3B,41,81,1,-,0
NLLB200-3.3B,41,82,0,-,0
NLLB200-3.3B,42,83,1,-,0
NLLB200-3.3B,42,84,0,-,0
NLLB200-3.3B,43,85,1,-,0
NLLB200-3.3B,43,86,0,onun,1
NLLB200-3.3B,44,87,1,-,0
NLLB200-3.3B,44,88,0,-,0
NLLB200-3.3B,45,89,1,-,0
NLLB200-3.3B,45,90,0,-,0
NLLB200-3.3B,46,91,1,-,0
NLLB200-3.3B,46,92,0,-,0
NLLB200-3.3B,47,93,1,-,0
NLLB200-3.3B,47,94,0,-,0
NLLB200-3.3B,48,95,1,-,0
NLLB200-3.3B,48,96,0,-,0
NLLB200-3.3B,49,97,1,-,0
NLLB200-3.3B,49,98,0,-,0
NLLB200-3.3B,50,99,1,-,0
NLLB200-3.3B,50,100,0,-,0
NLLB200-3.3B,51,101,1,-,0
NLLB200-3.3B,51,102,0,onun,1
NLLB200-3.3B,52,103,1,-,0
NLLB200-3.3B,52,103,1,-,0
NLLB200-3.3B,52,104,0,-,0
NLLB200-3.3B,52,104,0,-,0
NLLB200-3.3B,53,105,1,o,1
NLLB200-3.3B,53,105,1,-,0
NLLB200-3.3B,53,106,0,-,0
NLLB200-3.3B,53,106,0,onun,1
NLLB200-3.3B,54,107,1,-,0
NLLB200-3.3B,54,107,1,-,0
NLLB200-3.3B,54,108,0,o,1
NLLB200-3.3B,54,108,0,-,0
NLLB200-3.3B,55,109,1,-,0
NLLB200-3.3B,55,109,1,-,0
NLLB200-3.3B,55,110,0,-,0
NLLB200-3.3B,55,110,0,onun,1
NLLB200-3.3B,56,111,1,-,0
NLLB200-3.3B,56,111,1,-,0
NLLB200-3.3B,56,112,0,-,0
NLLB200-3.3B,56,112,0,-,0
NLLB200-3.3B,57,113,1,-,0
NLLB200-3.3B,57,113,1,-,0
NLLB200-3.3B,57,114,0,-,0
NLLB200-3.3B,57,114,0,-,0
NLLB200-3.3B,58,115,1,-,0
NLLB200-3.3B,58,115,1,-,0
NLLB200-3.3B,58,116,0,-,0
NLLB200-3.3B,58,116,0,-,0
NLLB200-3.3B,59,117,1,-,0
NLLB200-3.3B,59,117,1,-,0
NLLB200-3.3B,59,118,0,o,1
NLLB200-3.3B,59,118,0,-,0
NLLB200-3.3B,60,119,1,-,0
NLLB200-3.3B,60,119,1,-,0
NLLB200-3.3B,60,120,0,-,0
NLLB200-3.3B,60,120,0,onun,1
NLLB200-3.3B,61,121,1,o,1
NLLB200-3.3B,61,121,1,-,0
NLLB200-3.3B,61,122,0,o,1
NLLB200-3.3B,61,122,0,-,0
NLLB200-3.3B,62,123,1,o,1
NLLB200-3.3B,62,123,1,-,0
NLLB200-3.3B,62,124,0,o,1
NLLB200-3.3B,62,124,0,-,0
NLLB200-3.3B,63,125,1,-,0
NLLB200-3.3B,63,125,1,-,0
NLLB200-3.3B,63,126,0,o,1
NLLB200-3.3B,63,126,0,-,0
NLLB200-3.3B,64,127,1,o,1
NLLB200-3.3B,64,127,1,-,0
NLLB200-3.3B,64,128,0,o,1
NLLB200-3.3B,64,128,0,-,0
NLLB200-3.3B,65,129,1,-,0
NLLB200-3.3B,65,129,1,-,0
NLLB200-3.3B,65,130,0,o,1
NLLB200-3.3B,65,130,0,-,0
NLLB200-3.3B,66,131,1,o,1
NLLB200-3.3B,66,131,1,-,0
NLLB200-3.3B,66,132,0,o,1
NLLB200-3.3B,66,132,0,-,0
NLLB200-3.3B,67,133,1,o,1
NLLB200-3.3B,67,133,1,-,0
NLLB200-3.3B,67,134,0,o,1
NLLB200-3.3B,67,134,0,onun,1
NLLB200-3.3B,68,135,1,-,0
NLLB200-3.3B,68,135,1,-,0
NLLB200-3.3B,68,136,0,-,0
NLLB200-3.3B,68,136,0,-,0
NLLB200-3.3B,69,137,1,-,0
NLLB200-3.3B,69,137,1,-,0
NLLB200-3.3B,69,138,0,-,0
NLLB200-3.3B,69,138,0,-,0
NLLB200-3.3B,70,139,1,-,0
NLLB200-3.3B,70,139,1,-,0
NLLB200-3.3B,70,140,0,-,0
NLLB200-3.3B,70,140,0,-,0
NLLB200-3.3B,71,141,1,-,0
NLLB200-3.3B,71,141,1,-,0
NLLB200-3.3B,71,142,0,-,0
NLLB200-3.3B,71,142,0,-,0
NLLB200-3.3B,72,143,1,-,0
NLLB200-3.3B,72,143,1,-,0
NLLB200-3.3B,72,144,0,-,0
NLLB200-3.3B,72,144,0,-,0
NLLB200-3.3B,73,145,1,o,1
NLLB200-3.3B,73,145,1,-,0
NLLB200-3.3B,73,146,0,o,1
NLLB200-3.3B,73,146,0,onun,1
NLLB200-3.3B,74,147,1,-,0
NLLB200-3.3B,74,147,1,-,0
NLLB200-3.3B,74,148,0,-,0
NLLB200-3.3B,74,148,0,-,0
NLLB200-3.3B,75,149,1,-,0
NLLB200-3.3B,75,149,1,-,0
NLLB200-3.3B,75,150,0,-,0
NLLB200-3.3B,75,150,0,-,0
NLLB200-3.3B,76,151,1,-,0
NLLB200-3.3B,76,151,1,-,0
NLLB200-3.3B,76,152,0,-,0
NLLB200-3.3B,76,152,0,-,0
NLLB200-3.3B,77,153,1,-,0
NLLB200-3.3B,77,153,1,-,0
NLLB200-3.3B,77,154,0,-,0
NLLB200-3.3B,77,154,0,-,0
NLLB200-3.3B,78,155,1,-,0
NLLB200-3.3B,78,155,1,-,0
NLLB200-3.3B,78,156,0,-,0
NLLB200-3.3B,78,156,0,-,0
NLLB200-3.3B,79,157,1,-,0
NLLB200-3.3B,79,157,1,-,0
NLLB200-3.3B,79,158,0,-,0
NLLB200-3.3B,79,158,0,-,0
NLLB200-3.3B,80,159,1,-,0
NLLB200-3.3B,80,159,1,-,0
NLLB200-3.3B,80,160,0,o,1
NLLB200-3.3B,80,160,0,-,0
NLLB200-3.3B,81,161,1,-,0
NLLB200-3.3B,81,161,1,-,0
NLLB200-3.3B,81,162,0,o,1
NLLB200-3.3B,81,162,0,-,0
NLLB200-3.3B,82,163,1,-,0
NLLB200-3.3B,82,163,1,-,0
NLLB200-3.3B,82,164,0,-,0
NLLB200-3.3B,82,164,0,onun,1
NLLB200-3.3B,83,165,1,-,0
NLLB200-3.3B,83,165,1,-,0
NLLB200-3.3B,83,166,0,-,0
NLLB200-3.3B,83,166,0,-,0
NLLB200-3.3B,84,167,1,-,0
NLLB200-3.3B,84,167,1,-,0
NLLB200-3.3B,84,168,0,-,0
NLLB200-3.3B,84,168,0,-,0
NLLB200-3.3B,85,169,1,-,0
NLLB200-3.3B,85,169,1,-,0
NLLB200-3.3B,85,170,0,-,0
NLLB200-3.3B,85,170,0,-,0
NLLB200-3.3B,86,171,1,-,0
NLLB200-3.3B,86,171,1,-,0
NLLB200-3.3B,86,172,0,-,0
NLLB200-3.3B,86,172,0,-,0
NLLB200-3.3B,87,173,1,o,1
NLLB200-3.3B,87,173,1,-,0
NLLB200-3.3B,87,174,0,o,1
NLLB200-3.3B,87,174,0,-,0
NLLB200-3.3B,88,175,1,-,0
NLLB200-3.3B,88,175,1,-,0
NLLB200-3.3B,88,176,0,-,0
NLLB200-3.3B,88,176,0,onun,1
NLLB200-3.3B,89,177,1,-,0
NLLB200-3.3B,89,177,1,-,0
NLLB200-3.3B,89,178,0,-,0
NLLB200-3.3B,89,178,0,-,0
NLLB200-3.3B,90,179,1,o,1
NLLB200-3.3B,90,179,1,-,0
NLLB200-3.3B,90,180,0,o,1
NLLB200-3.3B,90,180,0,-,0
NLLB200-3.3B,91,181,1,-,0
NLLB200-3.3B,91,181,1,-,0
NLLB200-3.3B,91,182,0,-,0
NLLB200-3.3B,91,182,0,-,0
NLLB200-3.3B,92,183,1,-,0
NLLB200-3.3B,92,183,1,-,0
NLLB200-3.3B,92,184,0,o,1
NLLB200-3.3B,92,184,0,-,0
NLLB200-3.3B,93,185,1,o,1
NLLB200-3.3B,93,185,1,-,0
NLLB200-3.3B,93,186,0,o,1
NLLB200-3.3B,93,186,0,-,0
NLLB200-3.3B,94,187,1,o,1
NLLB200-3.3B,94,187,1,-,0
NLLB200-3.3B,94,188,0,-,0
NLLB200-3.3B,94,188,0,-,0
NLLB200-3.3B,95,189,1,-,0
NLLB200-3.3B,95,189,1,-,0
NLLB200-3.3B,95,190,0,-,0
NLLB200-3.3B,95,190,0,-,0
NLLB200-3.3B,96,191,1,o,1
NLLB200-3.3B,96,191,1,-,0
NLLB200-3.3B,96,192,0,o,1
NLLB200-3.3B,96,192,0,-,0
translategemma-4b,1,1,1,-,0
translategemma-4b,1,2,0,-,0
translategemma-4b,2,3,1,-,0
translategemma-4b,2,4,0,-,0
translategemma-4b,3,5,1,-,0
translategemma-4b,3,6,0,onun,1
translategemma-4b,4,7,1,-,0
translategemma-4b,4,8,0,onun,1
translategemma-4b,5,9,1,-,0
translategemma-4b,5,10,0,onun,1
translategemma-4b,6,11,1,-,0
translategemma-4b,6,12,0,onun,1
translategemma-4b,7,13,1,-,0
translategemma-4b,7,14,0,onun,1
translategemma-4b,8,15,1,-,0
translategemma-4b,8,16,0,onun,1
translategemma-4b,9,17,1,-,0
translategemma-4b,9,18,0,onun,1
translategemma-4b,10,19,1,-,0
translategemma-4b,10,20,0,onun,1
translategemma-4b,11,21,1,-,0
translategemma-4b,11,22,0,o'nun,1
translategemma-4b,12,23,1,-,0
translategemma-4b,12,24,0,-,0
translategemma-4b,13,25,1,-,0
translategemma-4b,13,26,0,onun,1
translategemma-4b,14,27,1,-,0
translategemma-4b,14,28,0,-,0
translategemma-4b,15,29,1,-,0
translategemma-4b,15,30,0,-,0
translategemma-4b,16,31,1,-,0
translategemma-4b,16,32,0,-,0
translategemma-4b,17,33,1,-,0
translategemma-4b,17,34,0,-,0
translategemma-4b,18,35,1,-,0
translategemma-4b,18,36,0,-,0
translategemma-4b,19,37,1,-,0
translategemma-4b,19,38,0,-,0
translategemma-4b,20,39,1,-,0
translategemma-4b,20,40,0,-,0
translategemma-4b,21,41,1,-,0
translategemma-4b,21,42,0,-,0
translategemma-4b,22,43,1,-,0
translategemma-4b,22,44,0,-,0
translategemma-4b,23,45,1,-,0
translategemma-4b,23,46,0,-,0
translategemma-4b,24,47,1,-,0
translategemma-4b,24,48,0,-,0
translategemma-4b,25,49,1,-,0
translategemma-4b,25,50,0,-,0
translategemma-4b,26,51,1,-,0
translategemma-4b,26,52,0,-,0
translategemma-4b,27,53,1,-,0
translategemma-4b,27,54,0,onun,1
translategemma-4b,28,55,1,-,0
translategemma-4b,28,56,0,-,0
translategemma-4b,29,57,1,-,0
translategemma-4b,29,58,0,-,0
translategemma-4b,30,59,1,-,0
translategemma-4b,30,60,0,-,0
translategemma-4b,31,61,1,-,0
translategemma-4b,31,62,0,-,0
translategemma-4b,32,63,1,-,0
translategemma-4b,32,64,0,-,0
translategemma-4b,33,65,1,-,0
translategemma-4b,33,66,0,onun,1
translategemma-4b,34,67,1,-,0
translategemma-4b,34,68,0,-,0
translategemma-4b,35,69,1,-,0
translategemma-4b,35,70,0,o'nun,1
translategemma-4b,36,71,1,-,0
translategemma-4b,36,72,0,-,0
translategemma-4b,37,73,1,-,0
translategemma-4b,37,74,0,-,0
translategemma-4b,38,75,1,-,0
translategemma-4b,38,76,0,-,0
translategemma-4b,39,77,1,-,0
translategemma-4b,39,78,0,-,0
translategemma-4b,40,79,1,-,0
translategemma-4b,40,80,0,-,0
translategemma-4b,41,81,1,-,0
translategemma-4b,41,82,0,-,0
translategemma-4b,42,83,1,-,0
translategemma-4b,42,84,0,-,0
translategemma-4b,43,85,1,-,0
translategemma-4b,43,86,0,-,0
translategemma-4b,44,87,1,-,0
translategemma-4b,44,88,0,-,0
translategemma-4b,45,89,1,-,0
translategemma-4b,45,90,0,-,0
translategemma-4b,46,91,1,-,0
translategemma-4b,46,92,0,-,0
translategemma-4b,47,93,1,-,0
translategemma-4b,47,94,0,-,0
translategemma-4b,48,95,1,-,0
translategemma-4b,48,96,0,-,0
translategemma-4b,49,97,1,-,0
translategemma-4b,49,98,0,-,0
translategemma-4b,50,99,1,-,0
translategemma-4b,50,100,0,-,0
translategemma-4b,51,101,1,-,0
translategemma-4b,51,102,0,-,0
translategemma-4b,52,103,1,-,0
translategemma-4b,52,103,1,-,0
translategemma-4b,52,104,0,o,1
translategemma-4b,52,104,0,-,0
translategemma-4b,53,105,1,o,1
translategemma-4b,53,105,1,-,0
translategemma-4b,53,106,0,o,1
translategemma-4b,53,106,0,onun,1
translategemma-4b,54,107,1,o,1
translategemma-4b,54,107,1,-,0
translategemma-4b,54,108,0,o,1
translategemma-4b,54,108,0,onun,1
translategemma-4b,55,109,1,-,0
translategemma-4b,55,109,1,-,0
translategemma-4b,55,110,0,o,1
translategemma-4b,55,110,0,-,0
translategemma-4b,56,111,1,-,0
translategemma-4b,56,111,1,-,0
translategemma-4b,56,112,0,o,1
translategemma-4b,56,112,0,o'nun,1
translategemma-4b,57,113,1,-,0
translategemma-4b,57,113,1,-,0
translategemma-4b,57,114,0,o,1
translategemma-4b,57,114,0,onun,1
translategemma-4b,58,115,1,-,0
translategemma-4b,58,115,1,-,0
translategemma-4b,58,116,0,o,1
translategemma-4b,58,116,0,onun,1
translategemma-4b,59,117,1,-,0
translategemma-4b,59,117,1,-,0
translategemma-4b,59,118,0,-,0
translategemma-4b,59,118,0,-,0
translategemma-4b,60,119,1,-,0
translategemma-4b,60,119,1,-,0
translategemma-4b,60,120,0,o,1
translategemma-4b,60,120,0,-,0
translategemma-4b,61,121,1,o,1
translategemma-4b,61,121,1,-,0
translategemma-4b,61,122,0,o,1
translategemma-4b,61,122,0,-,0
translategemma-4b,62,123,1,-,0
translategemma-4b,62,123,1,-,0
translategemma-4b,62,124,0,o,1
translategemma-4b,62,124,0,-,0
translategemma-4b,63,125,1,o,1
translategemma-4b,63,125,1,-,0
translategemma-4b,63,126,0,o,1
translategemma-4b,63,126,0,o'nun,1
translategemma-4b,64,127,1,-,0
translategemma-4b,64,127,1,-,0
translategemma-4b,64,128,0,-,0
translategemma-4b,64,128,0,-,0
translategemma-4b,65,129,1,-,0
translategemma-4b,65,129,1,-,0
translategemma-4b,65,130,0,o,1
translategemma-4b,65,130,0,-,0
translategemma-4b,66,131,1,o,1
translategemma-4b,66,131,1,-,0
translategemma-4b,66,132,0,o,1
translategemma-4b,66,132,0,-,0
translategemma-4b,67,133,1,-,0
translategemma-4b,67,133,1,-,0
translategemma-4b,67,134,0,o,1
translategemma-4b,67,134,0,-,0
translategemma-4b,68,135,1,-,0
translategemma-4b,68,135,1,-,0
translategemma-4b,68,136,0,o,1
translategemma-4b,68,136,0,-,0
translategemma-4b,69,137,1,-,0
translategemma-4b,69,137,1,kendinin,1
translategemma-4b,69,138,0,o,1
translategemma-4b,69,138,0,onun,1
translategemma-4b,70,139,1,o,1
translategemma-4b,70,139,1,-,0
translategemma-4b,70,140,0,o,1
translategemma-4b,70,140,0,onun,1
translategemma-4b,71,141,1,-,0
translategemma-4b,71,141,1,-,0
translategemma-4b,71,142,0,o,1
translategemma-4b,71,142,0,onun,1
translategemma-4b,72,143,1,-,0
translategemma-4b,72,143,1,-,0
translategemma-4b,72,144,0,o,1
translategemma-4b,72,144,0,onun,1
translategemma-4b,73,145,1,-,0
translategemma-4b,73,145,1,-,0
translategemma-4b,73,146,0,-,0
translategemma-4b,73,146,0,bunun,1
translategemma-4b,74,147,1,-,0
translategemma-4b,74,147,1,-,0
translategemma-4b,74,148,0,-,0
translategemma-4b,74,148,0,-,0
translategemma-4b,75,149,1,-,0
translategemma-4b,75,149,1,-,0
translategemma-4b,75,150,0,o,1
translategemma-4b,75,150,0,onun,1
translategemma-4b,76,151,1,-,0
translategemma-4b,76,151,1,-,0
translategemma-4b,76,152,0,o,1
translategemma-4b,76,152,0,-,0
translategemma-4b,77,153,1,-,0
translategemma-4b,77,153,1,-,0
translategemma-4b,77,154,0,o,1
translategemma-4b,77,154,0,-,0
translategemma-4b,78,155,1,o,1
translategemma-4b,78,155,1,-,0
translategemma-4b,78,156,0,o,1
translategemma-4b,78,156,0,o'nun,1
translategemma-4b,79,157,1,-,0
translategemma-4b,79,157,1,-,0
translategemma-4b,79,158,0,o,1
translategemma-4b,79,158,0,onun,1
translategemma-4b,80,159,1,-,0
translategemma-4b,80,159,1,-,0
translategemma-4b,80,160,0,o,1
translategemma-4b,80,160,0,-,0
translategemma-4b,81,161,1,-,0
translategemma-4b,81,161,1,-,0
translategemma-4b,81,162,0,o,1
translategemma-4b,81,162,0,kitabın,1
translategemma-4b,82,163,1,-,0
translategemma-4b,82,163,1,-,0
translategemma-4b,82,164,0,o,1
translategemma-4b,82,164,0,-,0
translategemma-4b,83,165,1,-,0
translategemma-4b,83,165,1,-,0
translategemma-4b,83,166,0,o,1
translategemma-4b,83,166,0,onun,1
translategemma-4b,84,167,1,-,0
translategemma-4b,84,167,1,-,0
translategemma-4b,84,168,0,o,1
translategemma-4b,84,168,0,-,0
translategemma-4b,85,169,1,-,0
translategemma-4b,85,169,1,-,0
translategemma-4b,85,170,0,-,0
translategemma-4b,85,170,0,-,0
translategemma-4b,86,171,1,o,1
translategemma-4b,86,171,1,-,0
translategemma-4b,86,172,0,o,1
translategemma-4b,86,172,0,-,0
translategemma-4b,87,173,1,-,0
translategemma-4b,87,173,1,-,0
translategemma-4b,87,174,0,o,1
translategemma-4b,87,174,0,-,0
translategemma-4b,88,175,1,-,0
translategemma-4b,88,175,1,-,0
translategemma-4b,88,176,0,o,1
translategemma-4b,88,176,0,-,0
translategemma-4b,89,177,1,-,0
translategemma-4b,89,177,1,-,0
translategemma-4b,89,178,0,o,1
translategemma-4b,89,178,0,onun,1
translategemma-4b,90,179,1,o,1
translategemma-4b,90,179,1,-,0
translategemma-4b,90,180,0,o,1
translategemma-4b,90,180,0,-,0
translategemma-4b,91,181,1,o,1
translategemma-4b,91,181,1,-,0
translategemma-4b,91,182,0,o,1
translategemma-4b,91,182,0,-,0
translategemma-4b,92,183,1,o,1
translategemma-4b,92,183,1,-,0
translategemma-4b,92,184,0,o,1
translategemma-4b,92,184,0,o'nun,1
translategemma-4b,93,185,1,-,0
translategemma-4b,93,185,1,-,0
translategemma-4b,93,186,0,o,1
translategemma-4b,93,186,0,-,0
translategemma-4b,94,187,1,-,0
translategemma-4b,94,187,1,-,0
translategemma-4b,94,188,0,o,1
translategemma-4b,94,188,0,-,0
translategemma-4b,95,189,1,-,0
translategemma-4b,95,189,1,-,0
translategemma-4b,95,190,0,o,1
translategemma-4b,95,190,0,-,0
translategemma-4b,96,191,1,o,1
translategemma-4b,96,191,1,-,0
translategemma-4b,96,192,0,o,1
translategemma-4b,96,192,0,-,0
llama3.1-IT-8B,1,1,1,-,0
llama3.1-IT-8B,1,2,0,-,0
llama3.1-IT-8B,2,3,1,-,0
llama3.1-IT-8B,2,4,0,onun,1
llama3.1-IT-8B,3,5,1,-,0
llama3.1-IT-8B,3,6,0,-,0
llama3.1-IT-8B,4,7,1,-,0
llama3.1-IT-8B,4,8,0,-,0
llama3.1-IT-8B,5,9,1,-,0
llama3.1-IT-8B,5,10,0,-,0
llama3.1-IT-8B,6,11,1,-,0
llama3.1-IT-8B,6,12,0,-,0
llama3.1-IT-8B,7,13,1,-,0
llama3.1-IT-8B,7,14,0,-,0
llama3.1-IT-8B,8,15,1,-,0
llama3.1-IT-8B,8,16,0,-,0
llama3.1-IT-8B,9,17,1,-,0
llama3.1-IT-8B,9,18,0,onun,1
llama3.1-IT-8B,10,19,1,-,0
llama3.1-IT-8B,10,20,0,onun,1
llama3.1-IT-8B,11,21,1,-,0
llama3.1-IT-8B,11,22,0,-,0
llama3.1-IT-8B,12,23,1,-,0
llama3.1-IT-8B,12,24,0,-,0
llama3.1-IT-8B,13,25,1,-,0
llama3.1-IT-8B,13,26,0,-,0
llama3.1-IT-8B,14,27,1,-,0
llama3.1-IT-8B,14,28,0,-,0
llama3.1-IT-8B,15,29,1,-,0
llama3.1-IT-8B,15,30,0,-,0
